Id,Sales_Price,Baths,Land_size,Beds,House_size,Location
1,5400000,1,50,3,1600,"MataraCity,Matara"
2,16800000,3,8,3,1480,"Athurugiriya,Colombo"
3,20000000,2,20,3,2800,"Kelaniya,Gampaha"
4,187000000,5,22,5,4000,"Colombo6,Colombo"
5,1300000,1,6.3,2,900,"Dehiwala,Colombo"
6,55000000,4,11,4,3300,"Talawatugoda,Colombo"
7,45000000,4,10,4,4100,"KandyCity,Kandy"
8,16700000,3,9,3,1400,"Piliyandala,Colombo"
9,50000000,4,10,4,4000,"Talawatugoda,Colombo"
10,16000000,1,3000,3,2000,"Kadawatha,Gampaha"
11,19500000,2,10,4,5000,"GampahaCity,Gampaha"
12,11500000,1,9.85,3,1800,"Katugastota,Kandy"
13,26500000,3,10.5,4,3100,"Negombo,Gampaha"
14,19000000,2,11.4,4,1900,"Malabe,Colombo"
15,11000000,1,80,3,1100,"JaffnaCity,Jaffna"
16,16500000,2,7.5,3,1250,"Malabe,Colombo"
17,6500000,1,3,2,950,"Rajagiriya,Colombo"
18,95000000,10,11.2,10,6000,"MountLavinia,Colombo"
19,55000000,5,11,4,3000,"Battaramulla,Colombo"
20,50000000,3,20.5,4,2900,"Battaramulla,Colombo"
21,13500000,2,15,3,1400,"Moratuwa,Colombo"
22,24500000,2,7.42,4,2900,"Moratuwa,Colombo"
23,32500000,2,21.5,4,2880,"Piliyandala,Colombo"
24,27000000,5,11.2,9,3085,"Nugegoda,Colombo"
25,32500000,4,7.5,5,2042,"Dehiwala,Colombo"
26,33000000,3,8,4,3200,"Kottawa,Colombo"
27,28500000,3,10.2,5,2800,"Homagama,Colombo"
28,17000000,3,10.3,5,2600,"Minuwangoda,Gampaha"
29,31000000,4,12.5,4,2882,"Negombo,Gampaha"
30,4500000,1,150,3,750,"Elpitiya,Galle"
31,14800000,1,6.8,3,1800,"Malabe,Colombo"
32,27000000,4,7,4,2700,"Kottawa,Colombo"
33,34000000,7,39.13,10,4000,"Gampola,Kandy"
34,39500000,4,12,4,4200,"Battaramulla,Colombo"
35,32500000,6,11,8,4000,"Karapitiya,Galle"
36,35000000,5,10,6,2000,"Dehiwala,Colombo"
37,65000000,5,27.5,6,5000,"Talawatugoda,Colombo"
38,36440000,2,9.11,4,1650,"Colombo9,Colombo"
39,40000000,4,12.1,6,3000,"Ratmalana,Colombo"
40,49500000,4,10,4,4000,"Talawatugoda,Colombo"
41,25500000,3,6.8,4,2500,"Piliyandala,Colombo"
42,29500000,4,10,7,5000,"KandyCity,Kandy"
43,85000000,5,15.5,5,3200,"Dehiwala,Colombo"
44,28000000,4,10,4,2800,"Athurugiriya,Colombo"
45,47000000,3,14,3,2800,"Nugegoda,Colombo"
46,8400000,1,15,3,3000,"KalutaraCity,Kalutara"
47,75000000,2,10.4,3,5400,"Boralesgamuwa,Colombo"
48,18500000,1,1.5,2,600,"KandyCity,Kandy"
49,29500000,4,13,6,3800,"Kottawa,Colombo"
50,65000000,7,26,8,6000,"Moratuwa,Colombo"
51,39000000,5,13.98,5,4300,"Piliyandala,Colombo"
52,25000000,3,10,3,2200,"Athurugiriya,Colombo"
53,20500000,3,6.5,3,2000,"Athurugiriya,Colombo"
54,14500000,3,6,3,1200,"Athurugiriya,Colombo"
55,21200000,3,6.25,4,2290,"Battaramulla,Colombo"
56,17800000,3,6.5,3,1800,"Piliyandala,Colombo"
57,16000000,1,20,5,4000,"Baddegama,Galle"
58,19800000,2,8,4,1800,"Kotte,Colombo"
59,25500000,3,13.5,5,2089,"Kandana,Gampaha"
60,27500000,4,11.5,4,2800,"Malabe,Colombo"
61,36000000,4,10,4,3600,"Malabe,Colombo"
62,3900000,1,13,2,600,"Homagama,Colombo"
63,25000000,2,23,3,2200,"Piliyandala,Colombo"
64,7500000,1,10.3,3,1800,"MataraCity,Matara"
65,24800000,3,6.5,4,2800,"Piliyandala,Colombo"
66,34000000,4,8.5,4,3500,"Piliyandala,Colombo"
67,15000000,2,13.8,3,2500,"KurunegalaCity,Kurunegala"
68,70000000,2,20,4,4900,"Kadawatha,Gampaha"
69,4000000,1,90,3,3500,"Nittambuwa,Gampaha"
70,89000000,1,15,3,1500,"Homagama,Colombo"
71,12500000,2,10,3,1540,"Homagama,Colombo"
72,19000000,3,11.4,4,1900,"Malabe,Colombo"
73,79500000,1,7,3,1100,"Homagama,Colombo"
74,12000000,1,20,3,1650,"Homagama,Colombo"
75,14200000,2,7.86,3,1100,"Malabe,Colombo"
76,7500000,1,11.6,3,3158,"Homagama,Colombo"
77,5500000,1,15,2,4000,"Nittambuwa,Gampaha"
78,36400000,1,280,3,3500,"Nittambuwa,Gampaha"
79,24500000,3,15,6,3500,"KurunegalaCity,Kurunegala"
80,49000000,2,31,4,1900,"Ragama,Gampaha"
81,16800000,2,12.05,4,2750,"Ja-Ela,Gampaha"
82,21000000,3,10.6,3,1795,"Piliyandala,Colombo"
83,28000000,5,112,5,2900,"Chilaw,Puttalam"
84,16500000,2,7.4,3,1300,"Kottawa,Colombo"
85,16000000,2,22,3,2500,"GampahaCity,Gampaha"
86,65000000,3,20,5,3000,"Homagama,Colombo"
87,12000000,1,10.5,3,1300,"Homagama,Colombo"
88,7800000,1,11.5,2,1200,"Padukka,Colombo"
89,36000000,4,8.5,4,2900,"Piliyandala,Colombo"
90,27500000,5,7.5,5,2300,"Piliyandala,Colombo"
91,13000000,2,15,4,5000,"Nittambuwa,Gampaha"
92,35500000,5,8,4,4500,"Malabe,Colombo"
93,22500000,3,10,5,3514,"Piliyandala,Colombo"
94,5750000,1,7,2,3500,"Kadawatha,Gampaha"
95,11000000,1,7.5,2,1200,"GampahaCity,Gampaha"
96,7500000,1,20,3,850,"Horana,Kalutara"
97,70000000,4,20,5,5450,"Nugegoda,Colombo"
98,24500000,3,10,5,3000,"Homagama,Colombo"
99,20500000,3,6.5,3,1900,"Homagama,Colombo"
100,24500000,2,7.42,4,1600,"Moratuwa,Colombo"
101,29800000,4,6,5,3800,"Homagama,Colombo"
102,28000000,3,15,4,4000,"Homagama,Colombo"
103,12900000,2,13.5,2,4000,"Nittambuwa,Gampaha"
104,29500000,3,16.5,3,1200,"Malabe,Colombo"
105,35000000,4,8,5,3600,"Malabe,Colombo"
106,26500000,2,7,3,1250,"Malabe,Colombo"
107,15500000,1,6.8,3,2000,"Malabe,Colombo"
108,16000000,2,10.5,3,1400,"Malabe,Colombo"
109,17000000,2,7.5,3,1300,"Malabe,Colombo"
110,32000000,2,6,6,2000,"Wellampitiya,Colombo"
111,1600000,1,40,1,1200,"MonaragalaCity,Monaragala"
112,120000000,2,20,3,3000,"Colombo5,Colombo"
113,1450000,3,26,4,1800,"Kaduwela,Colombo"
114,220000000,3,10.1,4,2750,"Colombo3,Colombo"
115,45000000,3,7,5,3500,"Kohuwala,Colombo"
116,70000000,6,17,5,7240,"Talawatugoda,Colombo"
117,25500000,3,7.5,4,2550,"Piliyandala,Colombo"
118,33500000,4,16.2,6,3600,"Kottawa,Colombo"
119,14500000,2,6.8,2,900,"Pannipitiya,Colombo"
120,27000000,3,7,4,2400,"Kottawa,Colombo"
121,24800000,3,6,4,2400,"Piliyandala,Colombo"
122,65000,2,12,3,1800,"Nugegoda,Colombo"
123,28500000,4,15,4,3000,"Piliyandala,Colombo"
124,21500000,4,9.5,4,2300,"Piliyandala,Colombo"
125,36000000,3,10,4,3500,"Kandana,Gampaha"
126,27000000,3,7.5,5,2700,"Piliyandala,Colombo"
127,41000000,3,6,4,1644,"Kolonnawa,Colombo"
128,26000000,3,7,4,2400,"Piliyandala,Colombo"
129,16500000,3,24.8,4,3000,"Matugama,Kalutara"
130,40000000,2,7,3,3300,"Talawatugoda,Colombo"
131,16000000,2,17,4,2000,"Athurugiriya,Colombo"
132,22000000,2,15.4,4,3000,"Piliyandala,Colombo"
133,30500000,4,8,4,3500,"Piliyandala,Colombo"
134,21500000,2,9.3,3,2000,"Piliyandala,Colombo"
135,13500000,2,10,4,2400,"Ganemulla,Gampaha"
136,40000000,3,7.8,6,3000,"Colombo6,Colombo"
137,45000000,3,9.9,5,2650,"Rajagiriya,Colombo"
138,45000000,3,9.33,5,3100,"Kotte,Colombo"
139,18500000,2,10,3,1200,"Piliyandala,Colombo"
140,24800000,3,6.5,4,2800,"Piliyandala,Colombo"
141,40000000,4,10,4,3100,"Piliyandala,Colombo"
142,26500000,3,10.5,4,3152,"Negombo,Gampaha"
143,27500000,2,126,5,5500,"Dikwella,Matara"
144,23500000,3,7,5,3250,"Piliyandala,Colombo"
145,10500000,1,6,2,1600,"Angoda,Colombo"
146,12000000,2,10,3,1325,"Horana,Kalutara"
147,14000000,3,12,3,1200,"Piliyandala,Colombo"
148,19500000,3,6.5,4,2000,"Piliyandala,Colombo"
149,21000000,2,10,5,2419,"Delgoda,Gampaha"
150,8000000,2,10.05,4,2400,"Kadawatha,Gampaha"
151,23800000,2,6.5,3,1356,"Piliyandala,Colombo"
152,30500000,4,8,5,3700,"Piliyandala,Colombo"
153,25500000,5,7,4,2500,"Piliyandala,Colombo"
154,46500000,4,28,4,3850,"Piliyandala,Colombo"
155,33000000,4,10,4,3850,"Piliyandala,Colombo"
156,12000000,1,10,3,1500,"Karapitiya,Galle"
157,9900000,1,10,3,1425,"Negombo,Gampaha"
158,3990000,1,45,3,2500,"KandyCity,Kandy"
159,49500000,4,10,4,4200,"Talawatugoda,Colombo"
160,40000000,2,7,3,3300,"Talawatugoda,Colombo"
161,13000000,1,10,3,1500,"Karapitiya,Galle"
162,13800000,1,23,2,1000,"Karapitiya,Galle"
163,110000000,3,50,4,3000,"Talawatugoda,Colombo"
164,4800000,1,10.5,1,800,"Homagama,Colombo"
165,20000000,2,7,4,1700,"Angoda,Colombo"
166,47500000,4,14.8,5,3800,"Talawatugoda,Colombo"
167,44000000,4,7.7,4,3300,"Talawatugoda,Colombo"
168,9500000,2,7,4,1544,"MataraCity,Matara"
169,60000000,4,15,4,4000,"Talawatugoda,Colombo"
170,23500000,2,149,4,2500,"Negombo,Gampaha"
171,42500000,5,13.5,8,5000,"Nugegoda,Colombo"
172,63000000,6,12,6,4000,"Nugegoda,Colombo"
173,15400000,3,8,3,1300,"Athurugiriya,Colombo"
174,5500000,2,20,3,4500,"Negombo,Gampaha"
175,68000000,4,11,5,5000,"Nugegoda,Colombo"
176,4600000,1,22,3,1820,"GampahaCity,Gampaha"
177,47500000,4,7,4,3800,"Nugegoda,Colombo"
178,15500000,5,27,6,7100,"Nugegoda,Colombo"
179,26500000,3,6.5,4,2800,"Malabe,Colombo"
180,36000000,4,10,4,3200,"Malabe,Colombo"
181,65000000,4,12.5,5,4000,"Malabe,Colombo"
182,135000000,5,62,5,5600,"Malabe,Colombo"
183,45000000,3,10,4,3200,"Malabe,Colombo"
184,37500000,3,9,5,3100,"Malabe,Colombo"
185,48000000,3,10.12,4,2675,"Malabe,Colombo"
186,29500000,4,11,5,2850,"Athurugiriya,Colombo"
187,27000000,4,7,4,3250,"Piliyandala,Colombo"
188,18500000,3,7.5,3,1500,"Malabe,Colombo"
189,95000000,4,10,4,3200,"Kotte,Colombo"
190,26500000,3,6.5,4,2200,"Malabe,Colombo"
191,8700000,2,10,3,1400,"Homagama,Colombo"
192,25000000,4,10,4,2380,"Kottawa,Colombo"
193,60000000,4,13,4,3500,"Kotte,Colombo"
194,80000000,4,16,4,4900,"Kotte,Colombo"
195,33000000,4,8,4,3000,"Kottawa,Colombo"
196,15000000,3,10,3,1400,"Athurugiriya,Colombo"
197,33000000,4,8,4,3000,"Kottawa,Colombo"
198,6800000,2,3.5,2,1000,"Wellampitiya,Colombo"
199,9000000,2,15,4,1850,"GampahaCity,Gampaha"
200,8700000,2,10,3,1200,"Wadduwa,Kalutara"
201,29500000,3,8,4,4000,"Kottawa,Colombo"
202,30000000,2,8.8,2,1250,"Ratmalana,Colombo"
203,55000000,2,11,4,3300,"Battaramulla,Colombo"
204,65000000,3,10,5,4000,"Battaramulla,Colombo"
205,14000000,2,10,3,1350,"Malabe,Colombo"
206,85000000,4,16,4,3500,"Battaramulla,Colombo"
207,50000000,7,18,10,5000,"Karapitiya,Galle"
208,115000000,4,22,5,4800,"Talawatugoda,Colombo"
209,45000000,4,7,4,3800,"Battaramulla,Colombo"
210,115000000,4,22,5,4500,"Battaramulla,Colombo"
211,85000000,4,12,4,5500,"Talawatugoda,Colombo"
212,12000000,2,11,4,1700,"Ruwanwella,Kegalle"
213,13500000,2,12.5,3,1450,"Kandana,Gampaha"
214,170000000,7,24,6,1400,"Talawatugoda,Colombo"
215,18500000,1,20,4,2344,"Kadawatha,Gampaha"
216,75000000,4,14,5,4000,"Battaramulla,Colombo"
217,18000000,3,8,3,1400,"Athurugiriya,Colombo"
218,12000000,3,12,3,1825,"Homagama,Colombo"
219,21500000,4,12,4,2500,"Piliyandala,Colombo"
220,24800000,4,6.5,4,2500,"Piliyandala,Colombo"
221,7500000,1,5.25,3,1200,"Kadawatha,Gampaha"
222,13500000,3,16.5,5,3000,"MataraCity,Matara"
223,8000000,1,7,3,1200,"Kadawatha,Gampaha"
224,17000000,5,26,5,10000,"Colombo7,Colombo"
225,6500000,1,10,3,1500,"Karapitiya,Galle"
226,8500000,2,18.9,4,4500,"KalutaraCity,Kalutara"
227,28000000,2,10.5,4,2000,"Battaramulla,Colombo"
228,50000000,4,10,5,3800,"Talawatugoda,Colombo"
229,5500000,1,6,4,1541,"Yatiyantota,Kegalle"
230,12800000,2,6.5,3,1500,"Piliyandala,Colombo"
231,29500000,4,8,4,3200,"Piliyandala,Colombo"
232,150000000,4,6.64,4,4000,"Colombo4,Colombo"
233,47000000,4,11.7,5,3050,"Battaramulla,Colombo"
234,28000000,4,10,4,2800,"Malabe,Colombo"
235,29000000,4,10.5,4,2600,"Malabe,Colombo"
236,16000000,2,16.75,5,2800,"Nittambuwa,Gampaha"
237,110000000,3,50.2,4,3000,"Talawatugoda,Colombo"
238,29500000,4,7.5,5,2250,"Piliyandala,Colombo"
239,49500000,5,14,6,4000,"Piliyandala,Colombo"
240,3000000,1,1,3,1594.95,"Dambulla,Matale"
241,53000000,4,16,4,3000,"Talawatugoda,Colombo"
242,15000000,2,7.5,4,2400,"Negombo,Gampaha"
243,25500000,5,7,4,3200,"Piliyandala,Colombo"
244,130000000,6,12.6,,7650,"Nugegoda,Colombo"
245,27500000,4,8.5,5,3500,"Piliyandala,Colombo"
246,7600000,1,8.5,3,1300,"GampahaCity,Gampaha"
247,27000000,3,19,4,3200,"Piliyandala,Colombo"
248,20000000,3,20,6,3025,"Moratuwa,Colombo"
249,4250000,1,25,3,1500,"Minuwangoda,Gampaha"
250,25000000,5,23,5,2855,"Moratuwa,Colombo"
251,18000000,3,8,3,1400,"Athurugiriya,Colombo"
252,12000000,2,14,3,2000,"Karapitiya,Galle"
253,32000000,2,30,2,2000,"Homagama,Colombo"
254,6800000,1,10,4,1400,"Ambalangoda,Galle"
255,18500000,2,3,3,950,"Athurugiriya,Colombo"
256,23000000,2,36,5,1800,"Negombo,Gampaha"
257,16500000,2,7.5,3,1500,"Athurugiriya,Colombo"
258,8500000,2,3,2,800,"Wellampitiya,Colombo"
259,3800000,2,11,2,1500,"GampahaCity,Gampaha"
260,4400000,2,75,1,400,"Colombo9,Colombo"
261,35000000,3,22,3,2300,"Weligama,Matara"
262,42500000,5,13.2,8,5000,"Nugegoda,Colombo"
263,55000000,4,11,4,3300,"Battaramulla,Colombo"
264,8000000,1,3,2,800,"Wellampitiya,Colombo"
265,29000000,4,10,4,2600,"Malabe,Colombo"
266,28000000,4,10,4,2800,"Malabe,Colombo"
267,15000000,3,10,3,1000,"Athurugiriya,Colombo"
268,8500000,1,4,2,900,"Wellampitiya,Colombo"
269,85000000,4,16,4,3500,"Battaramulla,Colombo"
270,15000000,2,4,3,820,"Colombo5,Colombo"
271,47500000,7,6,7,4000,"Colombo15,Colombo"
272,15000000,2,5,3,1000,"Wellampitiya,Colombo"
273,10500000,1,8,2,1200,"MataraCity,Matara"
274,23000000,4,7,4,2200,"Malabe,Colombo"
275,49500000,4,10,4,4000,"Battaramulla,Colombo"
276,24800000,3,6.5,4,2280,"Piliyandala,Colombo"
277,48000000,5,80,5,1500,"Haputale,Badulla"
278,22500000,3,6.3,4,2200,"Malabe,Colombo"
279,21500000,3,9.5,3,3000,"Piliyandala,Colombo"
280,6250000,1,40,4,1900,"Baddegama,Galle"
281,35000000,3,11.5,4,3500,"Kandana,Gampaha"
282,46500000,5,28,5,3500,"Piliyandala,Colombo"
283,50000000,2,17.5,3,1700,"Rajagiriya,Colombo"
284,7500000,1,13.5,3,2900,"Beliatta,Hambantota"
285,14000000,2,10,3,1500,"Piliyandala,Colombo"
286,37500000,2,12.85,4,3200,"Athurugiriya,Colombo"
287,8000000,2,11,3,2538,"Kesbewa,Colombo"
288,35000000,2,14,4,1700,"Wattala,Gampaha"
289,8000000,1,9,2,1500,"Homagama,Colombo"
290,24800000,3,6,4,2500,"Piliyandala,Colombo"
291,40000000,2,7,3,3300,"Talawatugoda,Colombo"
292,33000000,3,8,4,3000,"Kottawa,Colombo"
293,28500000,4,8.5,4,3800,"Piliyandala,Colombo"
294,26500000,3,10.5,4,3100,"Negombo,Gampaha"
295,17800000,2,6,3,1800,"Kottawa,Colombo"
296,105000000,3,50.17,4,3000,"Talawatugoda,Colombo"
297,18500000,3,8,3,2200,"Piliyandala,Colombo"
298,46000000,5,6,5,3000,"Dehiwala,Colombo"
299,23000000,2,57,5,3500,"Wennappuwa,Puttalam"
300,105000000,3,50.17,4,3000,"Talawatugoda,Colombo"
301,30500000,4,8,4,3500,"Piliyandala,Colombo"
302,34000000,4,8.5,4,3500,"Piliyandala,Colombo"
303,36000000,3,10,4,3000,"Malabe,Colombo"
304,14700000,2,6,4,1500,"Athurugiriya,Colombo"
305,30500000,3,7.5,4,3250,"Piliyandala,Colombo"
306,49500000,4,10,4,4000,"Talawatugoda,Colombo"
307,44000000,5,12.5,6,6500,"Talawatugoda,Colombo"
308,54800000,4,8.7,4,3200,"Battaramulla,Colombo"
309,45000000,4,9.8,5,3200,"Talawatugoda,Colombo"
310,45000000,4,11,5,3800,"Talawatugoda,Colombo"
311,49500000,3,10.12,4,3000,"Malabe,Colombo"
312,29500000,3,20,4,3500,"Negombo,Gampaha"
313,8500000,2,12.5,3,2500,"Eheliyagoda,Ratnapura"
314,45000000,4,11,5,3800,"Battaramulla,Colombo"
315,36000000,3,7.8,4,3000,"Malabe,Colombo"
316,48500000,4,14,6,3000,"Piliyandala,Colombo"
317,22500000,2,18.4,3,1000,"Malabe,Colombo"
318,33000000,4,9,4,3000,"Athurugiriya,Colombo"
319,29500000,4,8,4,2880,"Kesbewa,Colombo"
320,17300000,4,9,4,2900,"Athurugiriya,Colombo"
321,47500000,4,12.34,4,5195,"Athurugiriya,Colombo"
322,33500000,4,10,4,3200,"Talawatugoda,Colombo"
323,19800000,3,6.3,3,1900,"Athurugiriya,Colombo"
324,15800000,2,10,3,1600,"Homagama,Colombo"
325,16500000,2,5,3,2000,"Kadawatha,Gampaha"
326,47000000,5,14.7,4,4500,"Negombo,Gampaha"
327,29000000,3,6.7,5,1800,"Boralesgamuwa,Colombo"
328,55000000,4,11,4,3300,"Talawatugoda,Colombo"
329,42500000,3,11,4,3300,"Talawatugoda,Colombo"
330,26500000,2,9.5,4,2500,"Nugegoda,Colombo"
331,23000000,3,4,4,1750,"MountLavinia,Colombo"
332,29500000,3,20,4,2500,"Negombo,Gampaha"
333,39000000,5,13.67,5,4628,"Moratuwa,Colombo"
334,9900000,1,10,3,1350,"Negombo,Gampaha"
335,32500000,2,12,3,1950,"Negombo,Gampaha"
336,25500000,4,7.15,4,2611,"Piliyandala,Colombo"
337,17000000,2,11,3,1550,"Negombo,Gampaha"
338,15000000,1,10.5,2,1350,"Negombo,Gampaha"
339,17000000,2,9,3,1300,"Athurugiriya,Colombo"
340,19500000,3,15,3,2150,"Negombo,Gampaha"
341,18000000,3,11,3,1600,"Piliyandala,Colombo"
342,84500000,4,20,6,4500,"Dehiwala,Colombo"
343,38500000,4,6.5,6,2750,"Dehiwala,Colombo"
344,13500000,2,10,3,1500,"Negombo,Gampaha"
345,21500000,4,9,4,2700,"Piliyandala,Colombo"
346,14800000,1,6.8,3,1800,"Malabe,Colombo"
347,5700000,2,10.7,4,1560,"Piliyandala,Colombo"
348,27000000,4,7,4,3250,"Piliyandala,Colombo"
349,18500000,3,10,3,1800,"Athurugiriya,Colombo"
350,14000000,2,17.5,3,1800,"Peradeniya,Kandy"
351,17800000,3,6,3,1615,"Piliyandala,Colombo"
352,65000000,4,10,5,4000,"Malabe,Colombo"
353,24000000,8,11,7,4000,"Piliyandala,Colombo"
354,18000000,1,8.08,3,1085,"Digana,Kandy"
355,15800000,3,10.5,5,2000,"MountLavinia,Colombo"
356,49500000,4,10,4,4200,"Kottawa,Colombo"
357,290000000,8,30,8,9000,"Battaramulla,Colombo"
358,55000000,2,14,6,3768,"Gampola,Kandy"
359,34000000,4,9,4,3140,"Piliyandala,Colombo"
360,33000000,4,10,4,3310,"Piliyandala,Colombo"
361,36700000,5,11.5,5,3985,"Piliyandala,Colombo"
362,18000000,3,11,3,1645,"Piliyandala,Colombo"
363,24800000,4,6,4,2874,"Piliyandala,Colombo"
364,25500000,4,7,4,2784,"Piliyandala,Colombo"
365,18500000,3,8,3,1574,"Piliyandala,Colombo"
366,21500000,4,9,4,2874,"Piliyandala,Colombo"
367,27000000,4,7,4,3142,"Piliyandala,Colombo"
368,25500000,5,7.5,4,2964,"Piliyandala,Colombo"
369,8500000,1,6,2,1000,"Boralesgamuwa,Colombo"
370,23000000,3,7,3,2996,"Piliyandala,Colombo"
371,8500000,1,13,2,925,"Ja-Ela,Gampaha"
372,9500000,1,10,3,1500,"Homagama,Colombo"
373,22499999,2,8,4,3949,"Kandana,Gampaha"
374,31000000,4,8,4,2880,"Piliyandala,Colombo"
375,27000000,4,7,4,2900,"Piliyandala,Colombo"
376,7300000,2,10,3,1000,"Homagama,Colombo"
377,17000000,2,10,4,1500,"Kelaniya,Gampaha"
378,31000000,1,23.74,3,6670,"Wattala,Gampaha"
379,100000000,4,10,4,4800,"Rajagiriya,Colombo"
380,27000000,4,7,4,2900,"Kottawa,Colombo"
381,9800000,1,20,5,1800,"Mawathagama,Kurunegala"
382,3000000,6,18.5,6,5000,"AnuradhapuraCity,Anuradhapura"
383,950000,1,32,3,12000,"RatnapuraCity,Ratnapura"
384,12800000,1,15,3,1500,"Kadawatha,Gampaha"
385,57500000,4,7.1,5,3600,"Dehiwala,Colombo"
386,182750000,3,21.5,5,6000,"Colombo6,Colombo"
387,14000000,2,8.19,2,2000,"Boralesgamuwa,Colombo"
388,290000000,8,30,8,9000,"Battaramulla,Colombo"
389,8500000,2,4.9,1,700,"Ratmalana,Colombo"
390,40000000,4,18.5,7,3500,"Panadura,Kalutara"
391,39000000,4,12.9,5,5000,"GampahaCity,Gampaha"
392,36000000,3,7.8,4,3600,"Malabe,Colombo"
393,44000000,5,12.5,6,6500,"Talawatugoda,Colombo"
394,26500000,3,10.5,4,3159,"Negombo,Gampaha"
395,8700000,2,10,3,1560,"KalutaraCity,Kalutara"
396,152000000,5,17,5,5000,"Nawala,Colombo"
397,27500000,4,7.5,4,2875,"Piliyandala,Colombo"
398,33000000,3,8,4,3000,"Talawatugoda,Colombo"
399,24800000,4,6,4,2856,"Piliyandala,Colombo"
400,29500000,3,13.5,4,3700,"Kelaniya,Gampaha"
401,26500000,3,10.5,4,3150,"Negombo,Gampaha"
402,29500000,3,20,4,2500,"Negombo,Gampaha"
403,9900000,1,10,3,1325,"Negombo,Gampaha"
404,19500000,2,12.5,3,1700,"Negombo,Gampaha"
405,9000000,3,3,5,1500,"Wellampitiya,Colombo"
406,25000000,1,41,2,2100,"Veyangoda,Gampaha"
407,49500000,3,10.12,4,3000,"Malabe,Colombo"
408,12000000,1,24,3,1000,"Ingiriya,Kalutara"
409,170000000,6,8.8,6,5500,"Colombo5,Colombo"
410,55000000,6,11,6,4500,"Maharagama,Colombo"
411,160000000,10,20,,8260,"Nawala,Colombo"
412,27000000,4,20,4,3000,"Athurugiriya,Colombo"
413,100000000,3,51,4,4000,"Malabe,Colombo"
414,115000000,4,22,5,4500,"Battaramulla,Colombo"
415,70000000,1,20.5,3,3000,"Maharagama,Colombo"
416,40000000,5,22,5,5000,"AnuradhapuraCity,Anuradhapura"
417,22500000,3,15,4,3500,"Kundasale,Kandy"
418,55000000,4,10,6,4500,"Nugegoda,Colombo"
419,17000000,3,11.5,4,2300,"Talawatugoda,Colombo"
420,25000000,1,6,4,1500,"Deniyaya,Matara"
421,40000000,2,7,3,3000,"Talawatugoda,Colombo"
422,49500000,4,14,5,4580,"Piliyandala,Colombo"
423,42500000,3,11,4,3300,"Talawatugoda,Colombo"
424,50000000,4,10,5,3800,"Talawatugoda,Colombo"
425,60000000,4,15,4,3000,"Talawatugoda,Colombo"
426,55000000,4,11,4,3300,"Talawatugoda,Colombo"
427,200000000,5,55,4,4700,"Battaramulla,Colombo"
428,26500000,3,10.5,4,3100,"Negombo,Gampaha"
429,30500000,4,8,4,3200,"Piliyandala,Colombo"
430,17000000,2,12.8,3,1750,"Talawatugoda,Colombo"
431,79000000,6,16,7,4500,"Battaramulla,Colombo"
432,30000000,4,8,6,3000,"Boralesgamuwa,Colombo"
433,44000000,5,12.8,6,6550,"Talawatugoda,Colombo"
434,29500000,3,20,4,3500,"Negombo,Gampaha"
435,58000000,3,28,5,2800,"Wattala,Gampaha"
436,35000000,2,22.5,3,3500,"Negombo,Gampaha"
437,43000000,4,10,5,3300,"Maharagama,Colombo"
438,13500000,2,10,3,1500,"Negombo,Gampaha"
439,26500000,3,10,4,3500,"Negombo,Gampaha"
440,9900000,1,10,3,1425,"Negombo,Gampaha"
441,11500000,2,16,3,2000,"GampahaCity,Gampaha"
442,15000000,2,7.5,4,2150,"Negombo,Gampaha"
443,45000000,4,8,4,3990,"Dehiwala,Colombo"
444,12500000,2,5,3,1400,"Kadawatha,Gampaha"
445,15000000,1,30,3,1800,"Ja-Ela,Gampaha"
446,360000000,5,7.5,7,3500,"Dehiwala,Colombo"
447,7400000,1,7.9,2,1000,"Athurugiriya,Colombo"
448,5000000,1,1.75,2,800,"MountLavinia,Colombo"
449,44000000,3,10.5,4,3880,"Maharagama,Colombo"
450,15000000,1,26,4,2000,"KalutaraCity,Kalutara"
451,9500000,3,11.5,5,2800,"Kadawatha,Gampaha"
452,8400000,2,7,2,800,"Maharagama,Colombo"
453,9900000,1,10,3,1365,"Negombo,Gampaha"
454,19000000,2,15,5,2996,"Wadduwa,Kalutara"
455,9500000,3,10,3,1000,"Delgoda,Gampaha"
456,23000000,1,11,2,1200,"Battaramulla,Colombo"
457,14000000,2,11.5,3,1800,"Delgoda,Gampaha"
458,70000000,3,18.7,3,3500,"Battaramulla,Colombo"
459,3500000,1,10,1,400,"Divulapitiya,Gampaha"
460,14900000,2,4.1,4,2100,"Wellampitiya,Colombo"
461,6500000,2,10,3,1527,"Wadduwa,Kalutara"
462,15000000,2,10,3,1800,"Athurugiriya,Colombo"
463,49500000,4,10,4,4200,"Malabe,Colombo"
464,79000000,4,16,4,3800,"Battaramulla,Colombo"
465,6500000,1,10,3,800,"Wadduwa,Kalutara"
466,36000000,4,8.5,4,2900,"Piliyandala,Colombo"
467,30500000,3,7.5,4,3250,"Piliyandala,Colombo"
468,6500000,2,10,3,1527,"Wadduwa,Kalutara"
469,12500000,1,17.5,4,3000,"Narammala,Kurunegala"
470,75000000,6,16,6,6500,"Dehiwala,Colombo"
471,45000000,3,21.5,6,4000,"Piliyandala,Colombo"
472,66000000,3,11.69,5,5000,"Kotte,Colombo"
473,19000000,2,10,3,1600,"Negombo,Gampaha"
